current_account_nbr,avg_q4_spend,std_q4_spend,cu_crd_bureau_scr,ca_avg_utilz_lst_6_mnths,ca_max_dlq_lst_6_mnths,credit_risk_category
vLFztCqPcVqlMiQE,29.52722222222222,5.549802122127531,810.0,13.0,0.0,High Risk
FXSXd1QKCZcTWNGW,204.6211111111111,52.57677063549565,791.0,0.0,0.0,Very Low Risk
9fA1Uz2SBLFG4B9U,28.97222222222222,7.338321298302779,644.0,88.0,0.0,High Risk
nyeZKSKrCoj9HPZq,53.54499999999999,10.924498238578549,650.0,37.0,0.0,High Risk
RMZQcREtbIsbzi5u,353.84833333333324,105.55178669037021,710.0,49.0,0.0,High Risk
0rsJZ60MuV4RyHVy,13.467222222222226,3.431562507347063,777.0,2.0,0.0,High Risk
UPXfzM2gNRaGK2j9,27.62,5.490999051924458,557.0,100.0,0.0,High Risk
LyfPmg3LI77LyFsw,35.609444444444456,9.024655425862838,814.0,0.0,0.0,Very Low Risk
Sq59fnYUA8qDGOwc,86.8777777777778,15.945718789456258,646.0,99.0,0.0,High Risk
VMJMyOQvRusyr70g,34.438888888888876,8.717222904308384,603.0,0.0,0.0,Watchlist
XxUSJwV4433LeWpI,33.42388888888889,6.923949178194638,583.0,29.0,0.0,High Risk
E1sQ2J5Ps429w1q0,142.17777777777783,40.81139035865522,578.0,46.0,0.0,High Risk
tdNOGrNGcqIUXVAV,204.6211111111111,52.57677063549565,838.0,0.0,0.0,Very Low Risk
yvIiAYBvcDGHu2NF,25.855000000000008,5.492069416038753,712.0,10.0,0.0,High Risk
sM4QaBChvmpDmRIS,17.70777777777778,3.8506677122371076,791.0,1.0,0.0,High Risk
4Vi4PAq9yTCuL0G2,44.823888888888895,9.515894529302564,820.0,24.0,0.0,High Risk
wuqdZ17lmsddCO6A,29.853333333333335,5.806465969832557,715.0,3.0,1.0,High Risk
w7J7QCXHPsv1fDms,21.03333333333334,5.836408041212455,626.0,91.0,0.0,High Risk
TrzrXfCDmua5TXaU,204.6211111111111,52.57677063549565,807.0,0.0,0.0,Very Low Risk
vvkQjdTYy8Zf2L7A,28.13777777777777,5.853874087308792,593.0,90.0,0.0,High Risk
DdIpzhJ7tarxmn94,35.86055555555554,9.939346926245276,786.0,0.0,0.0,Very Low Risk
yGFdyuWYUtzTbj4K,204.6211111111111,52.57677063549565,732.0,4.0,0.0,High Risk
fpUvLoDdSJFKMowG,24.883888888888897,5.391353795813624,666.0,68.0,0.0,High Risk
SkbBdxFCQubkWWNE,69.98555555555556,10.631337264245914,701.0,53.0,0.0,High Risk
6o034c0vEVYwCTbd,64.33611111111111,12.917347723980425,763.0,3.0,0.0,High Risk
2Q16eVTATKPAyTML,22.937222222222218,5.107827678648844,778.0,5.0,0.0,High Risk
lIS6H3qoMoZrmv2t,65.62444444444446,11.015180018940823,824.0,1.0,1.0,High Risk
skFHilMfOXGP5j1o,29.06277777777778,6.107730690117774,614.0,75.0,1.0,High Risk
Q5UJTl2PmZuBgnMa,35.36888888888888,7.088232907547127,638.0,73.0,1.0,High Risk
mjXOzzYtEch3moaz,40.73500000000001,9.530388702646361,607.0,34.0,0.0,High Risk
io6J28xWFWiLXCKe,271.1955555555555,57.56102881210948,775.0,5.0,0.0,High Risk
EUjlswsTcA6EIyBQ,28.99888888888889,5.56850374759038,838.0,1.0,0.0,High Risk
eZCt3pnlPJeZhtFi,40.01666666666668,8.790763200488273,619.0,100.0,1.0,High Risk
dcVO1h4YzahQyagg,27.61111111111111,5.778563722311148,689.0,39.0,0.0,High Risk
2msjyvgyUf1g4kSQ,355.80666666666684,76.52626046774054,741.0,23.0,0.0,High Risk
hSKFBFc7DJJjVcoF,16.68444444444444,4.056188042720468,839.0,2.0,0.0,High Risk
SEOBW2JIv12HzLIH,465.04944444444453,100.05359002126707,806.0,12.0,1.0,High Risk
98SN6zENW6Ctcvvd,19.27888888888889,5.035798772890528,757.0,2.0,0.0,High Risk
wyoWgM80R2xQqHdC,13.367222222222225,3.356534987778767,784.0,6.0,0.0,High Risk
WNCMSNinC9twMYnQ,71.66666666666667,10.168354022623907,770.0,77.0,0.0,High Risk
2C9XQLF303aPzxc4,20.945555555555554,5.361116238271787,665.0,92.0,0.0,High Risk
gwBFdZeZXGuJUrjf,80.96166666666666,56.1753354135383,749.0,10.0,0.0,High Risk
55YIAFIqflQU0Qbg,77.85777777777777,13.214274614778185,797.0,36.0,0.0,High Risk
2qaILwfsXbHSHoop,204.6211111111111,52.57677063549565,,,,Watchlist
lULbAIESnMsBcJEA,12.718888888888886,3.1060943678874633,599.0,22.0,1.0,High Risk
G3ZfKc91R0Qlj82K,25.848333333333343,6.679716663593026,765.0,1.0,0.0,High Risk
6AqjcejZeCQrEj5f,27.414444444444445,6.422402173112693,779.0,52.0,0.0,High Risk
TF0GdxWvpVApAPLl,204.6211111111111,52.57677063549565,797.0,0.0,0.0,Very Low Risk
iA00TWSn0afARyOS,62.56722222222221,13.336626174277296,727.0,44.0,0.0,High Risk
US0royMlnbTFh0Ye,204.6211111111111,52.57677063549565,790.0,0.0,0.0,Very Low Risk
SoPWCGzaDAdYKsE0,32.85222222222223,8.980694690511587,808.0,9.0,0.0,High Risk
aNg5XvJfXEGuVcvb,47.096111111111114,9.258980466608934,826.0,2.0,0.0,High Risk
fV0W08FQi4UTv1Cg,204.6211111111111,52.57677063549565,833.0,0.0,0.0,Very Low Risk
ICcw7J4auWlg3Vqu,55.916666666666686,11.037854117962052,766.0,9.0,0.0,High Risk
HVRtWbSDjLmNWC8I,316.8661111111112,83.38784374228013,791.0,7.0,0.0,High Risk
KMprgK5vd1nBwiz1,13.396666666666668,3.368646088651676,708.0,15.0,0.0,High Risk
SVwRlLogIDCXuOBP,28.076666666666668,5.8014643181953724,648.0,43.0,0.0,High Risk
yz8NrIWo6vVx4UyU,69.68555555555554,10.936174845961357,700.0,96.0,0.0,High Risk
VtyGiv6BjMexHbo7,204.6211111111111,52.57677063549565,750.0,0.0,0.0,Very Low Risk
3zYttroO4dJTmc0e,31.61,6.193204055300313,668.0,12.0,0.0,High Risk
xygUDZPRp89dlqlt,204.6211111111111,52.57677063549565,740.0,0.0,0.0,Very Low Risk
nAidBjWWAbKtZOmn,457.5849999999999,89.36400579849217,648.0,24.0,0.0,High Risk
Yk6SzVmcrYa0bTzh,20.292222222222218,4.370698632478303,811.0,3.0,1.0,High Risk
1KbdbP0jRMf30Jh3,41.628333333333345,11.107587364447038,775.0,11.0,0.0,High Risk
BSH6JqqCD8ry5P6S,38.785,8.446107526721477,676.0,34.0,0.0,High Risk
7VdDKxnVpsD3v0AE,204.6211111111111,52.57677063549565,804.0,0.0,0.0,Very Low Risk
T05YmV83IesAUqjP,108.69222222222223,18.0557621747856,690.0,31.0,1.0,High Risk
Q4NVFrqlms940IWp,31.015000000000004,5.685213276562279,776.0,14.0,1.0,High Risk
TLT6ysX6RplXVYVn,219.62444444444438,26.134212695289186,670.0,96.0,0.0,High Risk
xD6FybpkY8CQSEJW,99.46055555555557,15.90193568395785,708.0,36.0,0.0,High Risk
pCDr0lRGM3Y8kHiX,39.78388888888888,7.621092355614809,632.0,85.0,1.0,High Risk
NWijYZNnWENwmhWO,204.6211111111111,52.57677063549565,706.0,0.0,0.0,Low Risk
s5Ycuq94NZVLWkax,204.6211111111111,52.57677063549565,842.0,0.0,0.0,Very Low Risk
uSgrUzmAtRtlkrty,34.08166666666667,6.988858570442461,806.0,1.0,0.0,High Risk
9GDpvhnp82wz0QdC,204.6211111111111,52.57677063549565,,,,Watchlist
Qj8XEEytuKCMXu8S,46.53222222222221,9.33351428396019,672.0,64.0,0.0,High Risk
ws3x3G85YeWEiO34,100.28611111111111,16.459822434496775,785.0,31.0,0.0,High Risk
xMyYbmmiz1G1F0R7,204.6211111111111,52.57677063549565,778.0,0.0,0.0,Very Low Risk
SuZSCXs5gj1H8Utd,21.535555555555554,6.501792714069867,807.0,24.0,0.0,High Risk
jPQWGPnMLKV1mks7,13.453333333333331,3.3759112059691723,845.0,5.0,0.0,High Risk
H5bMCr50B1JSnpk4,204.6211111111111,52.57677063549565,744.0,0.0,0.0,Very Low Risk
NEMkMmUXHYenc1HW,25.528888888888886,5.613916415154385,691.0,46.0,0.0,High Risk
o5Fo8TQVzV9lP2jp,79.98500000000004,13.72766303319473,580.0,65.0,0.0,High Risk
KqjFzVEqKNlnLJdd,42.275000000000006,8.688343949696932,667.0,72.0,0.0,High Risk
C8n1d0powFADm4A6,1967.3072222222227,374.592352671628,717.0,56.0,0.0,High Risk
nl9Wx885gAYLa6pl,204.6211111111111,52.57677063549565,777.0,0.0,0.0,Very Low Risk
Q1nI6BXON7K31veX,33.75222222222223,6.517921497961967,631.0,84.0,1.0,High Risk
DBVImkEfwY5ubx3a,204.6211111111111,52.57677063549565,801.0,0.0,0.0,Very Low Risk
M2WYynLnPZ0jKdxz,15.043333333333331,2.752455588144136,807.0,0.0,0.0,Very Low Risk
RldfT9Feo97BiUo2,42.38444444444444,9.584533019538009,684.0,88.0,0.0,High Risk
FpgPDJ8ZasKPdPvJ,204.6211111111111,52.57677063549565,807.0,0.0,0.0,Very Low Risk
lt0Ew7M6hKXaqWU9,44.53833333333334,8.90216117183978,658.0,101.0,1.0,High Risk
NSU3EyFvqcxSt3Mz,204.6211111111111,52.57677063549565,765.0,14.0,0.0,High Risk
xPiCTIHAmDwaPuAW,204.6211111111111,52.57677063549565,801.0,3.0,0.0,High Risk
YBGunbB2fnNGQrhK,17.00722222222223,4.1799265481240715,702.0,9.0,0.0,High Risk
ZWbi2jVa2V0iZo9i,204.6211111111111,52.57677063549565,711.0,0.0,0.0,Low Risk
A5ahASlUYTWxPorb,204.6211111111111,52.57677063549565,744.0,0.0,0.0,Very Low Risk
ZURVFzaQzi3YC4uR,204.6211111111111,52.57677063549565,793.0,0.0,0.0,Very Low Risk
5RCyybO7xrSeyr8c,92.18055555555556,19.25170503441257,658.0,41.0,0.0,High Risk
5wjC63RFCZLp6nD7,31.704444444444448,6.273010556177034,802.0,66.0,0.0,High Risk
BUKcOQVCDWw3Ei03,204.6211111111111,52.57677063549565,754.0,1.0,0.0,High Risk
qXPk0zlBxe84U25a,27.171666666666667,4.792104106204904,791.0,2.0,0.0,High Risk
2gZUtVaqLv6xTj36,137.46333333333325,42.93864857184575,663.0,13.0,0.0,High Risk
dXAheyEUZR68Uypo,40.53333333333333,10.995440231402876,690.0,67.0,0.0,High Risk
DOg2834c6YbOCYYY,30.743888888888893,7.243857551210005,695.0,13.0,0.0,High Risk
zsylWGhDiGhB04ob,24.943888888888882,5.4403667035670535,754.0,16.0,0.0,High Risk
xDBdhGPK2iPnRmFl,204.6211111111111,52.57677063549565,731.0,0.0,0.0,Very Low Risk
aqVGZao5ft7NA5WQ,204.6211111111111,52.57677063549565,728.0,0.0,0.0,Very Low Risk
A8C7SZ5l3FSLFhSY,20.86555555555556,5.066607197793414,597.0,89.0,0.0,High Risk
qjVKznjUsXlHzSaO,18.23555555555555,4.656837126864518,643.0,9.0,0.0,High Risk
s3RjUB9kkpWyzbZa,204.6211111111111,52.57677063549565,769.0,0.0,0.0,Very Low Risk
SmMcRKPvg4VM6FAV,11.045000000000003,3.82556454887995,793.0,2.0,1.0,High Risk
DNUdmBa68mlRTqZ4,78.35111111111115,9.826176258814055,671.0,42.0,0.0,High Risk
pVjGkt34xO2zZiWV,204.6211111111111,52.57677063549565,774.0,0.0,0.0,Very Low Risk
p7CwBjHEURzmq7M6,43.17222222222221,10.072505124204415,715.0,45.0,0.0,High Risk
kUikAe4VbOHd23Zb,204.6211111111111,52.57677063549565,818.0,0.0,0.0,Very Low Risk
v5lrMKvZKgyFpuGT,39.84611111111111,8.6844479921354,609.0,92.0,1.0,High Risk
LxsmVg4zagRASOTV,204.6211111111111,52.57677063549565,823.0,0.0,0.0,Very Low Risk
NmZMDCvG7yB8JBnS,40.686666666666675,8.640730497441275,786.0,74.0,0.0,High Risk
J1siEuzcJ0EwN4Nu,204.6211111111111,52.57677063549565,835.0,0.0,0.0,Very Low Risk
IpqnsmH5kpnzBiJs,204.6211111111111,52.57677063549565,,,,Watchlist
iD1d6DHWoLHrVBXk,40.464444444444425,8.9090523839006,572.0,91.0,0.0,High Risk
C5sPb9A7LoAK0ML9,204.6211111111111,52.57677063549565,,,,Watchlist
fcQA3SsPhwAqoX0R,18.09555555555556,4.422326007912741,805.0,0.0,0.0,Very Low Risk
Og9HopqzpaJcaHnx,62.193333333333335,21.58642574560662,801.0,15.0,1.0,High Risk
1kKghIAHuuMWCrdS,31.25222222222222,5.827461919077691,680.0,67.0,0.0,High Risk
6EtwbXQWLlbetv8C,564.1177777777779,107.74406791671562,774.0,43.0,0.0,High Risk
FHWLoFyE2bJ234K7,39.330555555555556,9.251551521531702,824.0,31.0,0.0,High Risk
syo1fyLVWS5jdgnt,204.6211111111111,52.57677063549565,798.0,0.0,0.0,Very Low Risk
N8cVY6vOCN2y2M9c,204.6211111111111,52.57677063549565,802.0,0.0,0.0,Very Low Risk
WdxDsj7RtSiaffq9,204.6211111111111,52.57677063549565,,,,Watchlist
uIlKQdLxEfVNwr8c,30.59055555555555,6.553287879083583,810.0,0.0,0.0,Very Low Risk
LCj65t1aYYYS17Wx,28.201111111111114,5.850419682169505,545.0,46.0,1.0,High Risk
e7uCiLlHGZmmL3Yf,76.44777777777777,15.24455025306751,722.0,4.0,0.0,High Risk
pUzP7qk2meJtz5xS,43.099999999999994,10.10880745861222,764.0,55.0,0.0,High Risk
cQ2SC6WByWrbOUKe,204.6211111111111,52.57677063549565,830.0,3.0,0.0,High Risk
q5CPmw14RLi0nk0G,204.6211111111111,52.57677063549565,691.0,0.0,0.0,Low Risk
brHSjDmUb5TpgOVD,20.921666666666667,5.073170780163612,802.0,29.0,0.0,High Risk
denhksgvdncDN7Yx,101.68388888888889,10.329614273812535,776.0,1.0,0.0,High Risk
LAVX9oXbihsbB5eb,204.6211111111111,52.57677063549565,,,,Watchlist
w31QBWIQzDbCqO33,204.6211111111111,52.57677063549565,806.0,0.0,0.0,Very Low Risk
eFmsyK4OsXd3uNY1,20.903888888888886,5.761316372138339,709.0,15.0,0.0,High Risk
Og8fAVfFtnARrTAw,29.38222222222222,0.9242138507023508,800.0,0.0,0.0,Very Low Risk
NOTVTnrrjFJ7o7ST,86.59722222222226,14.967532629212338,838.0,4.0,0.0,High Risk
Dj8gduWOBzxO4uUj,390.6666666666665,104.1084942570518,646.0,2.0,0.0,High Risk
GiXb0QrBrykbogKW,204.6211111111111,52.57677063549565,785.0,0.0,0.0,Very Low Risk
GHMyhtUxY67knfAq,26.75611111111111,7.133664299633764,601.0,89.0,0.0,High Risk
S26M73jGp97NV3MJ,43.72388888888887,7.541117984590634,617.0,97.0,1.0,High Risk
wuTfHrdPgcVPZaKm,204.6211111111111,52.57677063549565,655.0,0.0,0.0,Low Risk
p8Bjn0DLJPaY2tST,26.704444444444434,5.86504322457591,588.0,103.0,0.0,High Risk
hAAbTpiG4SIPVjbe,204.6211111111111,52.57677063549565,801.0,0.0,0.0,Very Low Risk
92RztSct0iryFe4k,42.87722222222223,10.050213814263769,673.0,23.0,0.0,High Risk
EAf2pjFPDHEO0FZ7,30.835000000000004,6.946831905941856,647.0,46.0,0.0,High Risk
Wqp55I14ImosvU6W,50.926666666666655,11.358865415586704,653.0,69.0,0.0,High Risk
6jOmfQLhzYUCiL8a,445.49777777777786,109.63373979142366,646.0,39.0,0.0,High Risk
ZUQ8Og05qL7oBwmS,13.929999999999996,3.8336804616912117,696.0,16.0,0.0,High Risk
kIPa2rOJutN4GMJM,204.6211111111111,52.57677063549565,795.0,0.0,0.0,Very Low Risk
oDwcjmCfSDSUA6Tc,24.820555555555565,5.358198196082031,731.0,2.0,0.0,High Risk
EqDOSm7g5trL5e3x,204.6211111111111,52.57677063549565,695.0,0.0,0.0,Low Risk
18Fm6SQq6qKrFksB,142.39111111111117,25.919883099066652,610.0,54.0,0.0,High Risk
KHYoeDLM4tc3jZrx,20.823333333333327,5.054676343859859,715.0,34.0,0.0,High Risk
FuR9z6Bwxaf4XtZ5,37.102777777777774,7.610798679241733,583.0,57.0,0.0,High Risk
pQbAAC9AllmLvpOC,46.539444444444456,9.100390729958164,708.0,11.0,0.0,High Risk
xm0378DxVI05Gj4i,65.17777777777778,10.9513048137737,819.0,18.0,1.0,High Risk
SjePN0uzrB8od5B4,87.43722222222218,19.826078430887748,757.0,0.0,0.0,Very Low Risk
pyt4trUIZHeomFvb,72.68944444444446,13.09090949620799,784.0,3.0,0.0,High Risk
9OE1BEqPdx76V5Mk,41.28222222222224,9.404457363434297,786.0,15.0,0.0,High Risk
FMHRJmwXE2XwMHEk,204.6211111111111,52.57677063549565,759.0,0.0,0.0,Very Low Risk
13A9Hu9Ip20Kfx40,81.95999999999998,18.77986593950773,706.0,19.0,1.0,High Risk
WDykr4YYkt2vsZun,26.04888888888889,4.33962439264979,665.0,45.0,0.0,High Risk
olTjZMpadHO5ol5g,204.6211111111111,52.57677063549565,804.0,0.0,0.0,Very Low Risk
7O8MlWztR0qOJY7Q,13.885000000000003,3.294480678525292,797.0,5.0,0.0,High Risk
kCCIF6qrpiKQaX8f,29.435000000000002,6.396975618120139,813.0,17.0,0.0,High Risk
heSQbtVutjFyhJQB,65.33666666666667,12.971816054998074,655.0,90.0,0.0,High Risk
iLl6kReJ4GKWLdmB,37.80499999999999,6.709072216037028,788.0,0.0,0.0,Very Low Risk
QfvWj9bMBbJ36ERY,29.331111111111113,5.997100170708869,661.0,93.0,1.0,High Risk
Wd1TE4ED5uY5ZKBt,204.6211111111111,52.57677063549565,775.0,0.0,0.0,Very Low Risk
b4yVp5KGtB7xWf0R,21.63166666666666,6.586364033096759,611.0,102.0,0.0,High Risk
haItfNQaMPEZxPAT,53.93555555555557,11.028326214116412,765.0,33.0,0.0,High Risk
kegWYqEJaOgP2ndX,44.2261111111111,16.925289514906343,587.0,82.0,1.0,High Risk
c5v7LkjhbnUVd0ZF,26.924999999999997,5.766181578826668,646.0,80.0,0.0,High Risk
6kSHe45JUL221x22,1091.8755555555551,205.69314327621544,732.0,10.0,0.0,High Risk
PPLsCHiF8iPH4nsl,204.6211111111111,52.57677063549565,719.0,0.0,0.0,Low Risk
6ElwXIw2ccIXHlGc,65.88722222222222,11.690603469330581,644.0,15.0,0.0,High Risk
ZNOyosHqFvniFhWR,30.08722222222223,6.251143712347231,620.0,27.0,0.0,High Risk
qn50gvGVlGBgIAie,36.77500000000001,8.075520198141309,690.0,1.0,0.0,High Risk
3F9novlPuaHD8tZz,24.913888888888895,5.413752790906299,728.0,57.0,0.0,High Risk
OJLriGt75Qb8gKvX,78.35111111111115,9.826176258814055,780.0,59.0,0.0,High Risk
BNLWSl7fitxRKuxT,204.6211111111111,52.57677063549565,815.0,0.0,0.0,Very Low Risk
CVabBXk8rdFqLiKp,204.6211111111111,52.57677063549565,799.0,0.0,0.0,Very Low Risk
S8opzqUhzOM0wShX,204.6211111111111,52.57677063549565,559.0,95.0,0.0,High Risk
jfQqY1aG8cBJlFgv,25.071111111111108,5.483558193136673,831.0,1.0,0.0,High Risk
96sT683tm0qS9R0Q,25.313333333333325,5.497690424169043,676.0,99.0,0.0,High Risk
h5g0t4Cj6yfJbEu0,28.31555555555555,6.511601612165441,781.0,0.0,0.0,Very Low Risk
qySaPcA1H0Ipy8Hz,204.6211111111111,52.57677063549565,813.0,13.0,0.0,High Risk
tMA3LOCBayDhACiz,381.3733333333333,169.1686380682967,661.0,31.0,1.0,High Risk
UTBMMx62PKVuZKYs,175.88944444444445,40.2056242001074,713.0,4.0,1.0,High Risk
uZ5IdOmiBzeA3wCj,42.392222222222216,9.5346776098714,618.0,87.0,0.0,High Risk
4pRxQKWesLvieOC5,39.330555555555556,9.251551521531702,819.0,39.0,0.0,High Risk
R7WyfZteeon8ZW8C,204.6211111111111,52.57677063549565,644.0,0.0,0.0,Watchlist
eFjhmC9RiPkUFDR0,71.18388888888892,23.095925573671543,677.0,36.0,0.0,High Risk
CRs6Xiwkra1paF0r,204.6211111111111,52.57677063549565,,,,Watchlist
Qa6AAv0kuFVy836D,204.6211111111111,52.57677063549565,821.0,0.0,0.0,Very Low Risk
yMsKK5ebmfA1ohGe,53.93555555555557,11.028326214116412,717.0,24.0,0.0,High Risk
zLb0YXRGCIitDnBZ,204.6211111111111,52.57677063549565,0.0,0.0,0.0,High Risk
wlQF6AfaLJq8nWsv,204.6211111111111,52.57677063549565,609.0,29.0,0.0,High Risk
UaEAHj2Ebe2K3Pm7,204.6211111111111,52.57677063549565,0.0,0.0,0.0,High Risk
biRtgFlv01rtANDk,174.04555555555555,30.85471404963863,776.0,5.0,0.0,High Risk
xelLP0TpyEgwhzXu,204.6211111111111,52.57677063549565,,,,Watchlist
8PVah2RnjSzdamJP,302.60833333333335,60.78238582410688,,,,Watchlist
ks5gnMO2dIjHC2Kn,27.527777777777786,5.777349845892152,672.0,79.0,0.0,High Risk
UZ65NvQcMT9SMi7t,204.6211111111111,52.57677063549565,,,,Watchlist
I9Q4EsJ70bVBLcih,204.6211111111111,52.57677063549565,755.0,0.0,0.0,Very Low Risk
orHQF30FDK0gXDlb,204.6211111111111,52.57677063549565,764.0,0.0,0.0,Very Low Risk
I9NiY79m34bmcRDJ,51.03611111111111,11.933876219987656,,,,Watchlist
M38PH6WdjsCKCvKR,204.6211111111111,52.57677063549565,719.0,0.0,0.0,Low Risk
k2QB9Px9JFJRAkOH,86.24777777777778,9.849847150534309,787.0,47.0,0.0,High Risk
k6vtdpR7vdp5XIMb,204.6211111111111,52.57677063549565,,,,Watchlist
fiBPlQvsrZ3cJ3wc,204.6211111111111,52.57677063549565,,,,Watchlist
1aaeZq59KBAueTxz,47.34333333333334,11.363982835359836,672.0,38.0,1.0,High Risk
GYFvgW9ijjJ2O39g,95.80499999999999,11.38672718046555,641.0,95.0,1.0,High Risk
upQgjl2dzBFXu64Z,204.6211111111111,52.57677063549565,788.0,0.0,0.0,Very Low Risk
ljCm4amt43Ya3i7D,204.6211111111111,52.57677063549565,0.0,0.0,0.0,High Risk
ZK3WKGW46crfmmgj,204.6211111111111,52.57677063549565,711.0,0.0,0.0,Low Risk
gjqgnLIlctdimCSA,204.6211111111111,52.57677063549565,,,,Watchlist
Fak0nTmi03YXBGJf,102.89611111111111,16.763262050542654,764.0,4.0,1.0,High Risk
HbVvs0bghH5dxRxw,204.6211111111111,52.57677063549565,,,,Watchlist
gNEF4gVF59yknrnC,204.6211111111111,52.57677063549565,731.0,0.0,0.0,Very Low Risk
toiHfz75BYujZQxb,323.9472222222223,75.69563137643496,778.0,15.0,0.0,High Risk
JaowHgN17tsqvp6S,204.6211111111111,52.57677063549565,774.0,0.0,0.0,Very Low Risk
iYQVuxvBP6oL0kdQ,204.6211111111111,52.57677063549565,798.0,0.0,0.0,Very Low Risk
aSWV2wuDtOhElBwo,204.6211111111111,52.57677063549565,,,,Watchlist
i37cIZ9mPWJFi3Lj,13.36222222222222,3.3577470660365596,,,,Watchlist
iwEaXOuJjSWM0fvs,204.6211111111111,52.57677063549565,,,,Watchlist
Q3VN5mGXQIVDi7KR,204.6211111111111,52.57677063549565,777.0,0.0,0.0,Very Low Risk
rnWJTmAkDIPlSo79,204.6211111111111,52.57677063549565,811.0,28.0,0.0,High Risk
W75LGiT5gjVWswG8,39.86555555555555,8.799490775521996,697.0,37.0,0.0,High Risk
U0PxeuytvJtmNkKh,76.41944444444444,23.831732299165434,651.0,46.0,0.0,High Risk
9SeAARxRNWPVBrhw,59.0661111111111,11.950439390833582,840.0,11.0,0.0,High Risk
JUc15yoRQCfBRVQA,199.63555555555564,37.33610273341691,,,,Watchlist
YcTi7iSAYR9fpSiA,27.87555555555556,5.383909821618511,724.0,24.0,1.0,High Risk
8XRXcotgJy2p4DHt,204.6211111111111,52.57677063549565,0.0,0.0,0.0,High Risk
K1BMhCn54N0QzPWV,118.85499999999999,22.588243232994927,726.0,23.0,0.0,High Risk
WTKat0TW2NlmzaeC,204.6211111111111,52.57677063549565,,,,Watchlist
3PrtkAwQZbaUWpUP,204.6211111111111,52.57677063549565,774.0,4.0,1.0,High Risk
oSQiojR618NjfduE,204.6211111111111,52.57677063549565,,,,Watchlist
epen7bEZZBpR0mPO,108.31888888888889,38.156281556543505,763.0,35.0,0.0,High Risk
aLap2rxY15mOqIf0,204.6211111111111,52.57677063549565,802.0,0.0,0.0,Very Low Risk
WVE4LsKi2j3I4vJh,93.27555555555553,13.430035356364575,749.0,73.0,0.0,High Risk
kSqMJPtatpov9eCM,82.92611111111111,23.996443643097194,590.0,103.0,1.0,High Risk
bmmXjd1OnvzAM6mU,28.231666666666666,6.666291190406711,,,,Watchlist
M4aUBM630oShqKTZ,25.74722222222222,5.579748893312164,710.0,72.0,1.0,High Risk
rBM8aKwmJUXT0aQp,50.228888888888896,19.884363614153443,812.0,14.0,0.0,High Risk
bOm4crxVKbhq97dE,204.6211111111111,52.57677063549565,,,,Watchlist
cc34cMF9Xs9JdKFy,204.6211111111111,52.57677063549565,762.0,0.0,0.0,Very Low Risk
RVIKrImmUiQXk2JC,19.988888888888887,5.453183515847999,697.0,25.0,0.0,High Risk
ZsyK0kdnmmPwb0KL,831.4594444444442,200.4015716291614,789.0,19.0,0.0,High Risk
G47f1yPBulU650I7,42.1038888888889,9.593438406406555,818.0,23.0,1.0,High Risk
eaLhCIJkGScOKbFZ,39.9111111111111,9.238426711544298,844.0,5.0,0.0,High Risk
vcWTBifZY1yINDUN,161.49555555555554,29.701186789958854,708.0,62.0,2.0,High Risk
JaIyLr9ZsDkZ6mOG,16.693888888888885,3.917563977312926,697.0,4.0,0.0,High Risk
ZxuyBcGH74x9jPPk,204.6211111111111,52.57677063549565,675.0,0.0,0.0,Low Risk
ibd8wh65mpyEgJ4B,43.099999999999994,10.10880745861222,,,,Watchlist
WRDHLwrgmfKMU9sM,204.6211111111111,52.57677063549565,806.0,0.0,0.0,Very Low Risk
NZINYrNrr2Qpkh10,204.6211111111111,52.57677063549565,,,,Watchlist
uceyj9UUXr2bYOti,204.6211111111111,52.57677063549565,,,,Watchlist
ZyzRSHDuyG9r9L3z,204.6211111111111,52.57677063549565,817.0,0.0,0.0,Very Low Risk
pXSnnChVTc3mCA6o,61.54555555555554,15.109262146590051,843.0,5.0,0.0,High Risk
NydBPZgz2xHEqK3I,204.6211111111111,52.57677063549565,735.0,0.0,0.0,Very Low Risk
LiSrXlg15lzlUPAy,42.03611111111112,9.295780914504036,791.0,10.0,0.0,High Risk
jl5gn1XV2MIAmKiM,204.6211111111111,52.57677063549565,,,,Watchlist
7KvcWlMLb4AhMchO,204.6211111111111,52.57677063549565,786.0,0.0,0.0,Very Low Risk
kOJME8eXGvfVqjSO,204.6211111111111,52.57677063549565,,,,Watchlist
Lf3BZb35erHzKmzy,204.6211111111111,52.57677063549565,798.0,0.0,0.0,Very Low Risk
wXygi89HtHndSKYF,204.6211111111111,52.57677063549565,,,,Watchlist
RYumpJYwNx5mo7Eb,204.6211111111111,52.57677063549565,779.0,0.0,0.0,Very Low Risk
ZGmfKoStKNZkop7g,204.6211111111111,52.57677063549565,,,,Watchlist
jkSU7K6r5PwKbHaX,204.6211111111111,52.57677063549565,777.0,0.0,0.0,Very Low Risk
5j8hAJxHiKLPn60V,204.6211111111111,52.57677063549565,832.0,0.0,0.0,Very Low Risk
rZGcs9NmGV3qRFHb,204.6211111111111,52.57677063549565,,,,Watchlist
6f8zufF3Wy59dBP8,204.6211111111111,52.57677063549565,842.0,0.0,0.0,Very Low Risk
CCJVIUdXcU6Gm72O,39.76499999999999,8.862352794761872,798.0,10.0,1.0,High Risk
D4u98bAUhtqtwSEz,17.638333333333335,3.847003799750413,,,,Watchlist
