current_account_nbr,credit_risk_category,avg_q4_spend,cu_crd_line,recommended_credit_line_increase
08YiL312EVYPNkE7,High Risk,362.0622222222223,15000.0,No Increase
4TyeZF3it2xiNCr0,Watchlist,204.6211111111111,,Data Missing
V8XxM9BH0xzwFMN9,Watchlist,31.54833333333333,,Data Missing
CPrKpReOmhIhRScB,Watchlist,204.6211111111111,,Data Missing
XvtnA9eJXf7oyAEI,Watchlist,204.6211111111111,,Data Missing
6BPeOhy1PuE2DnwW,Low Risk,204.6211111111111,2000.0,100.0
dsyUZotjNfT0nc82,Very Low Risk,204.6211111111111,500.0,25.0
nJNCJQPWRQbOWQwq,Very Low Risk,29.196111111111115,2500.0,125.0
JeickQyMBkr7beHT,Watchlist,204.6211111111111,524.0,Banker Decision
CjlABIKQTGXMyrg4,High Risk,137.96555555555557,6300.0,No Increase
IQJ8h6B35cKbF28R,High Risk,140.8838888888889,10000.0,No Increase
kf5EIj0WlwdAR6NW,High Risk,86.19944444444447,590.0,No Increase
5QP0NJgIetokxjTk,High Risk,52.28444444444445,2700.0,No Increase
jZtNPuDIOTinQfq0,Very Low Risk,204.6211111111111,500.0,25.0
177nvNlS7JGv4CNm,High Risk,82.57,6800.0,No Increase
7qvJ5vnvcfOv0Bvk,High Risk,204.6211111111111,1500.0,No Increase
o9q6ullaG8HdFnHv,Watchlist,204.6211111111111,1024.0,Banker Decision
SxGsu8FBfRf0Kzgd,Very Low Risk,204.6211111111111,1500.0,75.0
8IaJFqlwCFpGFGxW,Low Risk,204.6211111111111,100.0,30.0
NuSC2y5YnxbSdo0J,Very Low Risk,204.6211111111111,5400.0,270.0
C0197J9MbVRtDAN0,High Risk,327.86888888888893,4100.0,No Increase
QZpwyaoUGDerRFc6,Watchlist,17.06055555555556,,Data Missing
jI8tKgN5OZkw36AX,High Risk,159.0016666666667,8600.0,No Increase
lnCQCQ2pVU5fUrno,High Risk,38.95611111111112,2100.0,No Increase
uGlbC7OZU3bNwFIF,High Risk,558.0327777777778,9800.0,No Increase
TkKbwAMuARoaab8l,Very Low Risk,204.6211111111111,6000.0,300.0
UlGYVO4tYCz8mDWO,Very Low Risk,53.99277777777777,7500.0,375.0
EWjgQF9LB1NVAzVB,Watchlist,16.366666666666664,,Data Missing
RYxaPETdMsNbJDdk,Very Low Risk,204.6211111111111,1024.0,51.2
wrdWa9BAdRdCb2VK,Watchlist,16.08111111111111,,Data Missing
At7HMf8IRCIy2sRQ,High Risk,33.38111111111112,500.0,No Increase
d624WJ8xLE0slIPn,Very Low Risk,12.733333333333327,3400.0,170.0
L1T23OCsgm1i9rRg,Very Low Risk,83.89388888888888,5600.0,280.0
PP8fYjWhDtJHuBTp,Very Low Risk,204.6211111111111,1500.0,75.0
N4wLecnkC1d8OMcY,High Risk,29.80888888888889,3000.0,No Increase
6FjHVmxYyEtyvgnu,High Risk,31.09055555555556,4030.0,No Increase
AgFrb9BK9bS4N3ar,High Risk,38.895555555555546,8600.0,No Increase
F8uirc1QUOKmZrtF,Very Low Risk,204.6211111111111,1500.0,75.0
w7nwToJGDS4pYnMv,High Risk,45.99166666666665,3900.0,No Increase
ZbvuMJKC7fIwCAI8,Watchlist,56.8438888888889,,Data Missing
Z9JcqqNShiFLFiw3,Watchlist,70.83833333333331,,Data Missing
2QQ8KZpaclIta5Cx,High Risk,27.82055555555556,6600.0,No Increase
nbVGXT7pApeBvRGQ,High Risk,87.92833333333331,4500.0,No Increase
5m0LNgIYINV69Q7Z,High Risk,57.36277777777778,4500.0,No Increase
ODhr1jGh8qufV1ot,Watchlist,186.505,,Data Missing
HjtHocJc7QKwGr8y,High Risk,20.983888888888888,1900.0,No Increase
XeHvgotTHSzCIYM7,High Risk,118.2627777777778,20000.0,No Increase
8rrBQHJ7j165Xww2,Watchlist,204.6211111111111,,Data Missing
yzndt2dN3joPojoh,Very Low Risk,204.6211111111111,524.0,26.2
PsgP1DpSKq6KkKXr,Very Low Risk,23.59722222222221,3300.0,165.0
3DOVJrvOqFWlpj7e,High Risk,137.2266666666667,1140.0,No Increase
ZGjYc8aETjtytUYR,Watchlist,88.5088888888889,,Data Missing
vVLYwtgNIg2DqbME,Watchlist,29.10666666666667,,Data Missing
Lo8zcfiTZvaGhYKT,Low Risk,204.6211111111111,7500.0,375.0
9haxIz99Bcfp0Ukx,Very Low Risk,204.6211111111111,3100.0,155.0
igpBY7vJSwUKRCKN,High Risk,57.49666666666664,8200.0,No Increase
XKOAzpE5DZV53JLB,Very Low Risk,14.763888888888886,2500.0,125.0
XJdcZROkQFp0xclq,Very Low Risk,204.6211111111111,1024.0,51.2
Z2K9HptDSs0gtIEi,High Risk,21.814999999999998,500.0,No Increase
EVNI8Mhz5lj0gSm2,Very Low Risk,90.28055555555554,5000.0,250.0
pzbA2sueUPyRb0jR,Watchlist,40.19055555555556,,Data Missing
2J4A3n2dJ92h1AM8,Very Low Risk,204.6211111111111,1500.0,75.0
zqUBpvSkV7QdGfgL,Low Risk,204.6211111111111,6000.0,300.0
W5kjnoKKUWgEBhQf,High Risk,54.545555555555545,4200.0,No Increase
duuo2wtb4YxmljIQ,Watchlist,39.18666666666666,,Data Missing
hNZgm66IhV0JZd5s,Watchlist,173.08500000000006,,Data Missing
C5W56xpB6g1Vz1TC,High Risk,107.9727777777778,5000.0,No Increase
FnlRTvr1aDT0K4Jo,Watchlist,96.6922222222222,,Data Missing
5ueiXAHgaaaoN7Jk,Watchlist,12.815000000000005,,Data Missing
bPY7wG8Fs9B6WIpW,High Risk,71.46500000000003,480.0,No Increase
xDLwYBcWvb7I936J,Watchlist,60.965,,Data Missing
ZTvRSvLxPuyEdxG7,Low Risk,204.6211111111111,500.0,25.0
NvXrofocvt9ju9nx,Very Low Risk,204.6211111111111,500.0,25.0
sMX46gQQ4wQAoCPU,Very Low Risk,51.41999999999999,11500.0,575.0
hxwJUH6nARi570NO,Very Low Risk,204.6211111111111,1024.0,51.2
IvYQXeEceThukRSh,High Risk,48.19499999999999,2300.0,No Increase
q64spt5QyNoxAKOM,Watchlist,67.48611111111111,,Data Missing
ga9TAuYtQnLT9Ad9,High Risk,52.26444444444444,3600.0,No Increase
L1g93RwtzzvOQFnJ,High Risk,27.04444444444444,10000.0,No Increase
ajWrg15ThAZOpCcX,High Risk,41.93055555555554,2460.0,No Increase
TxCg1BWGPXNA9JxI,Watchlist,204.6211111111111,,Data Missing
UAoqWZgZkPLIXmiL,High Risk,36.96444444444443,10000.0,No Increase
SwFykNOBCiXiVCrq,High Risk,26.069444444444443,1200.0,No Increase
iACLOZYgwsopK6yW,Low Risk,12.718888888888886,1024.0,51.2
DsHCHSRkyKmlIJBe,High Risk,25.961666666666662,750.0,No Increase
rOXm2KKTT5mQCW1U,Watchlist,17.419444444444437,,Data Missing
jBswnn7R6v5Gwbe8,Watchlist,38.475,,Data Missing
KkHD8Y0pPhjAfS8U,Watchlist,87.6461111111111,,Data Missing
JNioIccYKVuYpazI,Very Low Risk,12.789999999999996,2300.0,115.0
Hf5b0eW45cv8DsBV,High Risk,41.77,5000.0,No Increase
fubEXOMoQFLMqLVs,Very Low Risk,204.6211111111111,13000.0,650.0
QVXlhs43LL4fXJEX,Very Low Risk,204.6211111111111,1600.0,80.0
H7IcgiOjW8hsHrV6,Very Low Risk,321.2355555555555,3300.0,165.0
FSv92g5RDjkie77H,Very Low Risk,204.6211111111111,3200.0,160.0
1sGW3PU43q2bmUkI,High Risk,204.6211111111111,3300.0,No Increase
oghe339xH6AkepvC,Very Low Risk,204.6211111111111,4900.0,245.0
fWxUk1dzKcmVieXU,Watchlist,204.6211111111111,,Data Missing
c4eMrJWwO9c8cj2B,High Risk,500.45944444444456,7000.0,No Increase
xAWJuOMIAxahYuKO,Very Low Risk,87.43444444444441,1024.0,51.2
lLz38oymdUUv7Q9N,Very Low Risk,18.88666666666667,2500.0,125.0
NBT7PsjltYX9nGxB,Very Low Risk,204.6211111111111,7000.0,350.0
YNvKY15YJCB1C5JZ,Very Low Risk,25.209999999999997,4000.0,200.0
wflk1hxJmMhWseeG,Very Low Risk,204.6211111111111,7000.0,350.0
Aiju3wUfafoEZGId,High Risk,51.15944444444445,6000.0,No Increase
JBnnSQ7jZwDUbLrL,Very Low Risk,313.6044444444443,13000.0,650.0
WYEXC78lB8jvIX88,High Risk,204.6211111111111,1500.0,No Increase
6SLEJsBIqx4pMZaT,High Risk,204.6211111111111,7600.0,No Increase
aIZleKMnxEtccMny,Very Low Risk,204.6211111111111,5500.0,275.0
r1FGjB05ptUIGIig,Watchlist,204.6211111111111,,Data Missing
nSJnsMKp2NyQRon4,Low Risk,197.32166666666663,1024.0,51.2
hXFztQs35XQti8TL,Low Risk,204.6211111111111,3500.0,175.0
gOyTYiGRDQo4gKZh,Very Low Risk,30.14388888888889,15000.0,750.0
2KegXDTusSabjHFb,High Risk,27.69555555555556,4000.0,No Increase
HPtKXSWRrcev70jT,Watchlist,204.6211111111111,,Data Missing
YLlSPYajrq3zzW69,Very Low Risk,204.6211111111111,524.0,26.2
onV9qtePKiU4rmVA,High Risk,204.6211111111111,7910.0,No Increase
OwC6MUoAHeUly33R,High Risk,71.18888888888888,3000.0,No Increase
LcJbPEhd0KuuIc8c,High Risk,39.047222222222224,1024.0,No Increase
SEQCuq6N9CDkIlz8,High Risk,44.004444444444445,4629.0,No Increase
GYWXXzRm1ouEfw5B,High Risk,422.906111111111,6500.0,No Increase
UBy1qQozB30dR8uA,Watchlist,39.57944444444446,,Data Missing
J7gSk5qKF09L777z,High Risk,204.6211111111111,6400.0,No Increase
PYnvUq7XxPVb1mD8,Watchlist,20.332222222222214,,Data Missing
Wz9ChWbA7XbGun9y,High Risk,74.55333333333334,3430.0,No Increase
vAaNo1KYYepncDdw,Low Risk,204.6211111111111,6000.0,300.0
9HnIqv72CC1af5wY,High Risk,355.605,11800.0,No Increase
3PIBCgnJHuZMjfko,High Risk,313.3211111111111,15000.0,No Increase
wAalbwucBxBPY1FL,Watchlist,15.541111111111109,3200.0,Banker Decision
xeDDe3er2rGdZksr,High Risk,1030.76,19300.0,No Increase
58WoTk3NRnIjQGsR,Very Low Risk,204.6211111111111,3000.0,150.0
ZS0r3rddv4TQGW3S,High Risk,204.6211111111111,470.0,No Increase
6nW3oMd3bR88wiOx,Very Low Risk,22.437222222222218,4000.0,200.0
NrdwNGq8soVntqgj,Very Low Risk,204.6211111111111,5500.0,275.0
DvHaNtmngp2asmf4,High Risk,13.305,2300.0,No Increase
76vKzmT92r7MjeYP,High Risk,34.33833333333334,3700.0,No Increase
5EiskGvIOmNSKHx0,High Risk,30.421111111111102,1700.0,No Increase
yfHeG0MOq8IkvltG,Very Low Risk,39.86333333333333,15000.0,750.0
8CPA7XNSA4XUe2ze,Very Low Risk,204.6211111111111,4500.0,225.0
zSGVYoCivibRPYU3,Very Low Risk,204.6211111111111,500.0,25.0
ZrsPHTe9ngLXHLSZ,High Risk,204.6211111111111,5100.0,No Increase
tm71g4OlUanfnHsF,High Risk,52.25833333333333,3050.0,No Increase
ofokobsWnRqdIxQz,Watchlist,204.6211111111111,,Data Missing
FT8u0o6mUnHQnBM3,Watchlist,204.6211111111111,,Data Missing
mY6Ett3Y4ulDTmJF,High Risk,204.6211111111111,3700.0,No Increase
Mb8FIBrArH97ZgOY,High Risk,90.08944444444448,7200.0,No Increase
Uwwam7TD356AXhLs,Watchlist,204.6211111111111,,Data Missing
zWJB5xpDTucZSA5b,High Risk,44.64277777777778,2800.0,No Increase
3vcyweNQFL7OCPpy,High Risk,204.6211111111111,100.0,No Increase
nOrx0gade1elO7Ns,High Risk,51.35611111111111,6200.0,No Increase
qO1PL7tu77fC7Kh6,Watchlist,204.6211111111111,,Data Missing
DihlrZeUSCMX5GsT,Very Low Risk,204.6211111111111,500.0,25.0
ESzykZpDGYBUVplT,Very Low Risk,344.85,500.0,50.0
nxz7yVA6Fax3AdC2,High Risk,39.96722222222224,1770.0,No Increase
Ltl9lRLz6FDcOht1,High Risk,21.63166666666666,8500.0,No Increase
SP56tpd9D2bJLxsX,Watchlist,204.6211111111111,,Data Missing
n51K99i7Xp4vf1oR,High Risk,130.15222222222224,20000.0,No Increase
05g3It0iVfAnv3ur,High Risk,88.62444444444448,1800.0,No Increase
TwUJC49xxZvENMgT,High Risk,91.4233333333333,12500.0,No Increase
KoScbMEeHMJhEI2x,High Risk,204.6211111111111,4000.0,No Increase
WAu1bc86hc4JwVHY,Very Low Risk,204.6211111111111,8900.0,445.0
yFGK2YG7LChQ4k6s,Very Low Risk,204.6211111111111,6000.0,300.0
26y2S0XdKKS4b0Ja,High Risk,28.11666666666668,2500.0,No Increase
kBlyzfUeMatdiig2,High Risk,213.12833333333336,10400.0,No Increase
IFBNsCJx81fZjAyM,High Risk,12.949444444444444,5000.0,No Increase
YEdVdtdLTmKEGklk,Very Low Risk,204.6211111111111,500.0,25.0
2Kt1QgYrQ866ZU92,Low Risk,204.6211111111111,900.0,45.0
DF68tygrzVyh6bbQ,High Risk,43.14333333333333,4930.0,No Increase
EN19CmfWA59k0dAn,Low Risk,204.6211111111111,3500.0,175.0
PJWNqCHWBbCfFzc2,High Risk,55.63944444444444,5410.0,No Increase
r0leDIUgsilyrEaY,High Risk,204.6211111111111,1500.0,No Increase
zzBy2qNM78aRV580,High Risk,68.49499999999998,14800.0,No Increase
6nYuQVNh6saRMrw6,Very Low Risk,204.6211111111111,4300.0,215.0
eV2Nam2pDxrOBiDy,Very Low Risk,204.6211111111111,500.0,25.0
MjJYglS80v28Pmyq,Watchlist,18.814999999999998,,Data Missing
EszmswrGNnl8nNaw,Watchlist,204.6211111111111,,Data Missing
gUqN0RbutAhgiYKL,Watchlist,204.6211111111111,,Data Missing
PbfSziC4VXrjst2k,Very Low Risk,204.6211111111111,3000.0,150.0
9RVgdIqGRt71AtGH,Watchlist,204.6211111111111,,Data Missing
munSLOcxTugmgQpJ,High Risk,81.58611111111111,8000.0,No Increase
tKIhSOpoABmNXdkP,High Risk,45.27333333333336,6000.0,No Increase
M2xXc8QLTJHHIvtB,Watchlist,102.16055555555556,,Data Missing
0LtsenJRHUACBJxJ,High Risk,121.36277777777777,9900.0,No Increase
kZTdwzEvCmYkuEv2,High Risk,204.6211111111111,2300.0,No Increase
a0dZn8ctixBevqJf,High Risk,426.985,4900.0,No Increase
erHxVNRDcmbbKyU1,Low Risk,204.6211111111111,8800.0,440.0
tSxoobuWJNDHpK1q,High Risk,32.13666666666668,1024.0,No Increase
7xaNUs2trve0Ujpx,Watchlist,185.3511111111112,,Data Missing
j756x6cbXxAtURRK,High Risk,25.698888888888888,1000.0,No Increase
aUZhDBrthdAoOncM,High Risk,84.0361111111111,2800.0,No Increase
PmLDB52uJPdIutHh,High Risk,79.72944444444445,18000.0,No Increase
MpVkzW5v5PFHAeDw,High Risk,116.4827777777778,3600.0,No Increase
QzqJKzHutBD0Lnfd,Low Risk,204.6211111111111,4500.0,225.0
knvDhLkMVDuwVJNF,Watchlist,204.6211111111111,,Data Missing
gK3ar4Owk89OV20f,High Risk,76.05222222222223,6800.0,No Increase
RndmHEAc4xJZL6sP,High Risk,21.107222222222223,1870.0,No Increase
2dSMEU1hYfjJJfJL,Watchlist,26.616111111111117,,Data Missing
7pA1jlpYk5wDA8pG,Very Low Risk,204.6211111111111,3000.0,150.0
rpSwUqJS7FneCeTg,High Risk,77.69,6600.0,No Increase
iSvXQsX2uqoD0lNQ,High Risk,13.521666666666668,1800.0,No Increase
OP8XsaS0bIAVtKm3,Very Low Risk,204.6211111111111,500.0,25.0
8vw9gTuGQADI4sRa,High Risk,43.1,7300.0,No Increase
0MbgQwZ6MvIhUosJ,Very Low Risk,204.6211111111111,6000.0,300.0
BGMVhdBw69CGxSre,Very Low Risk,204.6211111111111,4300.0,215.0
GhLO5TcVVGWADfuW,High Risk,198.0616666666667,3250.0,No Increase
QdmAyKtDiwzSVLnF,Very Low Risk,204.6211111111111,10000.0,500.0
2194ji4hbF5ux8I1,High Risk,146.34055555555554,5100.0,No Increase
Tnq1gZhekyGO2dxN,High Risk,116.35166666666667,12200.0,No Increase
ED5OECilFoD8dk0L,High Risk,204.6211111111111,15000.0,No Increase
nEUyM0jeXFm5pBjP,Very Low Risk,204.6211111111111,1250.0,62.5
NTwc7IMePslwZlsL,High Risk,204.6211111111111,4000.0,No Increase
5cgTTSlYz8mZu2K5,High Risk,204.6211111111111,600.0,No Increase
DAubJSGnH0w10Add,Very Low Risk,204.6211111111111,700.0,35.0
1jpwFq3WSf6igK10,High Risk,43.35500000000001,5500.0,No Increase
mNLKql2zpBqODl5z,High Risk,68.51833333333336,6000.0,No Increase
e3EiY4hdCg1F2Iwb,Low Risk,204.6211111111111,800.0,40.0
SM4hnAv4K10RRxGs,High Risk,649.8366666666666,4600.0,No Increase
Z0ibWAeg4RXDMK22,High Risk,36.76222222222222,2000.0,No Increase
oKJLZ5JgTnHL2Xmf,High Risk,570.676111111111,5800.0,No Increase
EphUXfPKJnf8M5R9,Very Low Risk,204.6211111111111,9000.0,450.0
d92ycPwXCbfmWtZC,Very Low Risk,204.6211111111111,9800.0,490.0
5q7d2C6SbXGXadn7,High Risk,36.83722222222223,2000.0,No Increase
98dhG71Z9dAhwvO5,Very Low Risk,204.6211111111111,2000.0,100.0
vZMBXI2lNTaun6ik,Very Low Risk,204.6211111111111,3500.0,175.0
wjqOfinZJDrOIwge,Very Low Risk,88.39333333333333,20000.0,1000.0
wdwgsn6lPxLXxi9S,Very Low Risk,204.6211111111111,7500.0,375.0
4FtSVY4Gj2gCRNVm,Very Low Risk,204.6211111111111,5000.0,250.0
Xiuy4YQFCHlnw0y0,High Risk,204.6211111111111,5810.0,No Increase
IiCkyUYsIuY2nZy2,Very Low Risk,204.6211111111111,6000.0,300.0
qtSjUudTzTxgf6Ft,Very Low Risk,204.6211111111111,6000.0,300.0
Bdhg6VUG6nBIpfBD,Low Risk,204.6211111111111,3000.0,150.0
NDduQ6hdZX0TLjh4,High Risk,89.3216666666667,6700.0,No Increase
U52PNMewoT88i0Fh,High Risk,24.763333333333325,400.0,No Increase
KK9YWwbUpghVvgru,Watchlist,204.6211111111111,,Data Missing
Dqiim1QYQmwQJlWf,Low Risk,204.6211111111111,1000.0,50.0
ahnEBG6OEOlI0I34,Low Risk,204.6211111111111,1300.0,65.0
6yM6HRpxlqkP7l3o,High Risk,232.42111111111112,8200.0,No Increase
NQHloUj3x2QQt87B,High Risk,204.6211111111111,500.0,No Increase
72m5YqgHDVMEvaa4,Very Low Risk,204.6211111111111,2300.0,115.0
2W5KW7re9nnLnDr9,Very Low Risk,204.6211111111111,4000.0,200.0
TpLFh9kGrUIRjyOL,High Risk,99.20277777777775,2500.0,No Increase
d6AQ8PDIUWBgAR8B,High Risk,182.5688888888889,7000.0,No Increase
PEbwk9rIbwAA1C7m,High Risk,21.825,1200.0,No Increase
kSC77vQDmlQR7lWj,High Risk,204.6211111111111,600.0,No Increase
3XV6k0HKzgaIFsre,High Risk,34.37000000000001,2000.0,No Increase
DDBpL5K43bmNLuuo,Very Low Risk,204.6211111111111,900.0,45.0
wbna7tsEbaamf1Wx,High Risk,289.42722222222216,4600.0,No Increase
EGYVkspYEblY4CKf,High Risk,63.13611111111113,4000.0,No Increase
2YNjr38uSEeMDoLZ,Very Low Risk,204.6211111111111,1000.0,50.0
EFDWT1JbPz2d00EV,Very Low Risk,204.6211111111111,4500.0,225.0
quJbUW75j07FSkHw,Low Risk,204.6211111111111,1600.0,80.0
RrTOHD1hFf7jYskF,Very Low Risk,204.6211111111111,4500.0,225.0
bsuMe5BrZWoaKVb8,High Risk,27.15222222222222,2680.0,No Increase
36x91hbttWWmBcY6,High Risk,41.698888888888895,3900.0,No Increase
EYriiudR65xPvewX,High Risk,71.72222222222221,13900.0,No Increase
3BnUY0WSuBWGTUEh,High Risk,39.33055555555556,5800.0,No Increase
xdEJ9c1EVKY8IdGG,Low Risk,204.6211111111111,6000.0,300.0
O7B6yrjzmxbHASjP,High Risk,446.70833333333337,14700.0,No Increase
gtqQAIqogXnQKcQk,High Risk,346.9011111111112,5400.0,No Increase
3tdMplLZRijvSajO,High Risk,28.25555555555555,150.0,No Increase
wgw5OZ2Fln6SOMH7,High Risk,53.93555555555557,12000.0,No Increase
uGAVo0MGbhFrhYN3,Low Risk,204.6211111111111,6000.0,300.0
hugxqlg99slEGRRU,Very Low Risk,204.6211111111111,7000.0,350.0
uI8ukoPNn0VVNK4U,High Risk,204.6211111111111,3000.0,No Increase
RyyUGmSzuu6HRYSy,Very Low Risk,204.6211111111111,4500.0,225.0
SNU4lwj74qiUidFb,High Risk,80.43555555555555,3400.0,No Increase
MxwIS5SpEZLW40xn,High Risk,14.126111111111111,1900.0,No Increase
Augltx4PutLPFxu0,High Risk,30.11277777777779,4000.0,No Increase
hzxCg2G6DvG3Khdj,Very Low Risk,204.6211111111111,5200.0,260.0
5qXKIKFskqt2xk2o,High Risk,204.6211111111111,2000.0,No Increase
3D9ijGCic0ziEvjd,High Risk,31.22388888888888,1000.0,No Increase
TcQsOF1Y2J0gxNEw,Watchlist,204.6211111111111,700.0,Banker Decision
X7JCDNfCN0x1yJ2W,High Risk,46.29111111111112,2210.0,No Increase
7z498WobVmqmvmJj,High Risk,71.47333333333331,6000.0,No Increase
pN6mZvZ8dujJJsc5,High Risk,49.57722222222223,4430.0,No Increase
BU3seX4BJW2b99hu,High Risk,20.12333333333333,800.0,No Increase
PK4zMLfL2Yutm9J8,Low Risk,204.6211111111111,5500.0,275.0
84a5KU12QmHt9eGC,Very Low Risk,204.6211111111111,750.0,37.5
N9KdTEIzcYXn0Kf4,High Risk,32.827777777777776,1300.0,No Increase
1S32bygdNCgOLR5P,Very Low Risk,204.6211111111111,12400.0,620.0
SX352QXThKOJ6Dr2,Very Low Risk,204.6211111111111,1500.0,75.0
SXImuk1cyr8noxWR,High Risk,330.5216666666667,4000.0,No Increase
tAfQpx05CYawdvs1,High Risk,50.889444444444464,3100.0,No Increase
rRs290tbg4WJxcHH,Very Low Risk,20.695,7000.0,350.0
gZwk1jNgmtDjDI0P,Very Low Risk,204.6211111111111,4400.0,220.0
8I8s20gybMXFcd0i,High Risk,32.053888888888885,2670.0,No Increase
cSUNVUAFwVjPgtmx,High Risk,27.59444444444445,7500.0,No Increase
N9r0zyMw12pj7T4c,High Risk,27.34444444444445,5850.0,No Increase
IiW2cfEM3DznfbeB,Very Low Risk,204.6211111111111,2300.0,115.0
D6dmNxjFyzgasmUE,Very Low Risk,204.6211111111111,440.0,22.0
GQBerJ484RxdxN6e,High Risk,21.63166666666666,500.0,No Increase
29wu3e9hQSbD3gt4,Very Low Risk,204.6211111111111,2700.0,135.0
dAuTj2o6bgNnLnM7,High Risk,158.34388888888893,4030.0,No Increase
SC8oAw4dXkqShPOR,High Risk,25.74333333333333,1300.0,No Increase
5CGovr7uLIZlxX9b,High Risk,161.40944444444438,8200.0,No Increase
24JHbnZ4gbBW4H5S,High Risk,135.91944444444445,8000.0,No Increase
efoR31UCjgwk8KWn,High Risk,12.846111111111115,500.0,No Increase
S5FB9V3o5Bs9qfsi,High Risk,54.76999999999999,1000.0,No Increase
5KtD5vfYVKqwjEpd,Low Risk,204.6211111111111,500.0,25.0
g9aFoFPdmZvp2Dyo,Very Low Risk,204.6211111111111,2300.0,115.0
YmxDrDPEn2JtvwhU,Very Low Risk,204.6211111111111,3900.0,195.0
LXuLNMhtKl8vKTQk,Very Low Risk,204.6211111111111,3000.0,150.0
Y69bpVWe71pmCpcy,Low Risk,204.6211111111111,1900.0,95.0
UWs1C2VzAaw2ultB,Very Low Risk,204.6211111111111,1500.0,75.0
DQINeN3dSGUhUCTl,Low Risk,204.6211111111111,5000.0,250.0
QgbJhZ20fAKwce6K,High Risk,204.6211111111111,250.0,No Increase
rNHSTWvKejxFRfSN,High Risk,954.3616666666668,8300.0,No Increase
Ws4kIF4TFYmjz8eG,High Risk,40.41277777777779,400.0,No Increase
pQZXeYEY99q5y2CR,Low Risk,204.6211111111111,4000.0,200.0
y6sqtXWL1DUbh3sB,High Risk,20.850555555555555,1000.0,No Increase
WYiqZePbv5n8MHze,Very Low Risk,204.6211111111111,6600.0,330.0
6EIzCEpM4r79olIo,Low Risk,204.6211111111111,230.0,46.0
JKCavx7hDy4pKv4b,High Risk,34.39888888888889,6500.0,No Increase
3Ms9BOwFj4qw5oIh,Very Low Risk,204.6211111111111,1200.0,60.0
Y3SX00IF82p8NQ6D,High Risk,204.6211111111111,3400.0,No Increase
k2E4GJWixPx0cXSz,Very Low Risk,204.6211111111111,1600.0,80.0
okOOL0DBLEDxzp5D,Very Low Risk,204.6211111111111,3500.0,175.0
2zyunEmtmazURGHP,Very Low Risk,204.6211111111111,1200.0,60.0
y0RundFIUqwYeG47,High Risk,89.355,7000.0,No Increase
NSoGQzTyccjPbT8d,Very Low Risk,204.6211111111111,1024.0,51.2
4y6fVtRORXvCs7kb,Very Low Risk,204.6211111111111,1000.0,50.0
wsNIjdBWOU2Y6lsk,Very Low Risk,204.6211111111111,3300.0,165.0
yS4m6jIdfa67W9SQ,Very Low Risk,204.6211111111111,9000.0,450.0
isKKf7dwdbs4alXk,Low Risk,204.6211111111111,300.0,30.0
qtSAaScIxAdZ99Ds,High Risk,43.83166666666668,1500.0,No Increase
RP4vmSvUNopOTziR,Very Low Risk,12.887777777777776,1024.0,51.2
ESG9J9mSk15crW0E,Watchlist,204.6211111111111,,Data Missing
dVXML9tH5INvURVx,High Risk,30.62944444444445,2500.0,No Increase
DuFbHshKGeR0soV4,Watchlist,204.6211111111111,,Data Missing
1dahE4FMklCfTIwt,Watchlist,204.6211111111111,,Data Missing
liM84zlsZhgbBWDe,High Risk,65.10444444444444,5400.0,No Increase
m2grRyGfd4FT4848,High Risk,88.81222222222223,7900.0,No Increase
3Nv8pOY4BrIPtojy,High Risk,39.99111111111112,8000.0,No Increase
jLnbxERszbVQLGFb,Watchlist,204.6211111111111,,Data Missing
gy0BrIzyo4hBtZim,High Risk,46.21944444444444,10400.0,No Increase
5cg3WXj8pd9HuNCO,Watchlist,52.89666666666667,,Data Missing
ulqJ1HAmFL92WTED,Very Low Risk,204.6211111111111,8100.0,405.0
E1qhrILBl02kyYGo,High Risk,30.13055555555555,6300.0,No Increase
XkHr3y6e4Dy7fFsF,Watchlist,110.8822222222222,,Data Missing
0hLK5ROfQWmtbFp3,High Risk,28.8838888888889,8200.0,No Increase
v6sDuDOLylaQDLsa,Watchlist,12.862222222222218,,Data Missing
H6T6oouWEXpPkPeB,Very Low Risk,204.6211111111111,1500.0,75.0
nOIpABcalysMGq9a,High Risk,24.28666666666668,2250.0,No Increase
1dXTVIVwVLjblUpy,Very Low Risk,204.6211111111111,4200.0,210.0
wwb7MCxA7kLQgOOq,High Risk,204.6211111111111,500.0,No Increase
qljQkJ1QBmQs8Rqk,Very Low Risk,59.75555555555555,11600.0,580.0
aifw96HNuAFizr75,Very Low Risk,43.88833333333332,4500.0,225.0
nhKVK3z3XHZm9YMA,High Risk,204.6211111111111,11500.0,No Increase
FMEevD7svpgh0VKC,Very Low Risk,204.6211111111111,1500.0,75.0
WE71nGHl51ZswZOt,High Risk,45.80833333333333,9800.0,No Increase
A4xUcIym5e0wznss,Watchlist,204.6211111111111,,Data Missing
gFvocHtF8B52KHiF,High Risk,50.83166666666668,8400.0,No Increase
C7PifOc5LBH9DNPc,High Risk,204.6211111111111,2500.0,No Increase
IfvtvuupjNRgbcVC,High Risk,218.71277777777777,10000.0,No Increase
1ZLa8hV0Yt8nhnJu,Very Low Risk,204.6211111111111,4000.0,200.0
gxSSx6rwtGxIW93Q,Watchlist,204.6211111111111,,Data Missing
01SEhQXHbPJRc1Go,Very Low Risk,204.6211111111111,1750.0,87.5
